"Município";"Quantidade existente";"Quantidade SUS";"Quantidade Não SUS"
"310850 Botumirim";-;-;-
"310870 Brás Pires";-;-;-
"310855 Brasilândia de Minas";-;-;-
"310860 Brasília de Minas";103;103;-
"310880 Braúnas";-;-;-
"310890 Brazópolis";24;17;7
"310900 Brumadinho";28;28;-
"310910 Bueno Brandão";25;19;6
"310920 Buenópolis";-;-;-
"310925 Bugre";-;-;-
"310930 Buritis";27;22;5
"310940 Buritizeiro";12;12;-
"310945 Cabeceira Grande";-;-;-
"310950 Cabo Verde";42;30;12
"310960 Cachoeira da Prata";-;-;-
"310970 Cachoeira de Minas";-;-;-
"310270 Cachoeira de Pajeú";26;26;-
"310980 Cachoeira Dourada";-;-;-
"310990 Caetanópolis";44;37;7
"311000 Caeté";56;50;6
"311010 Caiana";-;-;-
"311020 Cajuri";-;-;-
"311030 Caldas";39;21;18
"311040 Camacho";-;-;-
"311050 Camanducaia";27;21;6
"311060 Cambuí";50;32;18
"311070 Cambuquira";36;29;7
"311080 Campanário";-;-;-
"311090 Campanha";30;25;5
"311100 Campestre";39;24;15
"311110 Campina Verde";41;27;14
"311115 Campo Azul";-;-;-
"311120 Campo Belo";107;75;32
"311130 Campo do Meio";25;25;-
"311140 Campo Florido";-;-;-
"311150 Campos Altos";38;35;3
"311160 Campos Gerais";51;45;6
"311190 Cana Verde";-;-;-
"311170 Canaã";-;-;-
"311180 Canápolis";25;23;2
"311200 Candeias";22;22;-
"311205 Cantagalo";-;-;-
"311210 Caparaó";-;-;-
"311220 Capela Nova";-;-;-
"311230 Capelinha";55;46;9
"311240 Capetinga";-;-;-
"311250 Capim Branco";-;-;-
"311260 Capinópolis";19;19;-
"311265 Capitão Andrade";-;-;-
"311270 Capitão Enéas";20;20;-
"311280 Capitólio";22;11;11
"311290 Caputira";-;-;-
"311300 Caraí";34;34;-
"311310 Caranaíba";-;-;-
"311320 Carandaí";45;40;5
"311330 Carangola";194;139;55
"311340 Caratinga";184;118;66
"311350 Carbonita";21;21;-
"311360 Careaçu";20;14;6
"311370 Carlos Chagas";46;40;6
"311380 Carmésia";10;10;-
"311390 Carmo da Cachoeira";37;30;7
"311400 Carmo da Mata";26;24;2
"311410 Carmo de Minas";52;50;2
"311420 Carmo do Cajuru";-;-;-
"311430 Carmo do Paranaíba";49;36;13
"311440 Carmo do Rio Claro";30;27;3
"311450 Carmópolis de Minas";38;26;12
"311455 Carneirinho";-;-;-
"311460 Carrancas";19;17;2
"311470 Carvalhópolis";-;-;-
"311480 Carvalhos";-;-;-
"311490 Casa Grande";-;-;-
"311500 Cascalho Rico";-;-;-
"311510 Cássia";50;36;14
"311530 Cataguases";121;73;48
"311535 Catas Altas";-;-;-
"311540 Catas Altas da Noruega";-;-;-
"311545 Catuji";-;-;-
"311547 Catuti";-;-;-
"311550 Caxambu";30;26;4
"311560 Cedro do Abaeté";-;-;-
"311570 Central de Minas";22;22;-
"311580 Centralina";19;19;-
"311590 Chácara";-;-;-
"311600 Chalé";-;-;-
"311610 Chapada do Norte";-;-;-
"311615 Chapada Gaúcha";17;17;-
"311620 Chiador";-;-;-
"311630 Cipotânea";14;14;-
"311640 Claraval";-;-;-
"311650 Claro dos Poções";-;-;-
"311660 Cláudio";41;31;10
"311670 Coimbra";-;-;-
"311680 Coluna";38;38;-
"311690 Comendador Gomes";-;-;-
"311700 Comercinho";-;-;-
"311710 Conceição da Aparecida";19;19;-
"311520 Conceição da Barra de Minas";-;-;-
"311730 Conceição das Alagoas";22;22;-
"311720 Conceição das Pedras";-;-;-
"311740 Conceição de Ipanema";-;-;-
"311750 Conceição do Mato Dentro";42;42;-
"311760 Conceição do Pará";-;-;-
"311770 Conceição do Rio Verde";32;24;8
"311780 Conceição dos Ouros";-;-;-
"311783 Cônego Marinho";-;-;-
"311787 Confins";-;-;-
"311790 Congonhal";-;-;-
"311800 Congonhas";65;42;23
"311810 Congonhas do Norte";-;-;-
"311820 Conquista";15;11;4
"311830 Conselheiro Lafaiete";250;179;71
"311840 Conselheiro Pena";50;41;9
"311850 Consolação";-;-;-
"311860 Contagem";560;339;221
"311870 Coqueiral";-;-;-
"311880 Coração de Jesus";33;33;-
"311890 Cordisburgo";-;-;-
"311900 Cordislândia";-;-;-
"311910 Corinto";-;-;-
"311920 Coroaci";-;-;-
"311930 Coromandel";30;30;-
"311940 Coronel Fabriciano";113;50;63
"311950 Coronel Murta";-;-;-
"311960 Coronel Pacheco";-;-;-
"311970 Coronel Xavier Chaves";-;-;-
"311980 Córrego Danta";-;-;-
"311990 Córrego do Bom Jesus";-;-;-
"311995 Córrego Fundo";-;-;-
"312000 Córrego Novo";-;-;-
"312010 Couto de Magalhães de Minas";-;-;-
"312015 Crisólita";-;-;-
"312020 Cristais";19;19;-
"312030 Cristália";-;-;-
"312040 Cristiano Otoni";-;-;-
"312050 Cristina";24;22;2
"312060 Crucilândia";-;-;-
"312070 Cruzeiro da Fortaleza";-;-;-
"312080 Cruzília";66;61;5
"312083 Cuparaque";-;-;-
"312087 Curral de Dentro";-;-;-
"312090 Curvelo";175;109;66
"312100 Datas";21;21;-
"312110 Delfim Moreira";-;-;-
"312120 Delfinópolis";19;14;5
"312125 Delta";-;-;-
"312130 Descoberto";-;-;-
"312140 Desterro de Entre Rios";-;-;-
"312150 Desterro do Melo";-;-;-
"312160 Diamantina";153;133;20
"312170 Diogo de Vasconcelos";-;-;-
"312180 Dionísio";9;-;9
"312190 Divinésia";-;-;-
"312200 Divino";36;26;10
"312210 Divino das Laranjeiras";21;21;-
"312220 Divinolândia de Minas";-;-;-
"312230 Divinópolis";655;199;456
"312235 Divisa Alegre";1;-;1
"312240 Divisa Nova";7;-;7
"312245 Divisópolis";-;-;-
"312247 Dom Bosco";-;-;-
"312250 Dom Cavati";-;-;-
"312260 Dom Joaquim";19;19;-
"312270 Dom Silvério";27;18;9
"312280 Dom Viçoso";-;-;-
"312290 Dona Eusébia";-;-;-
"312300 Dores de Campos";-;-;-
"312310 Dores de Guanhães";-;-;-
"312320 Dores do Indaiá";40;34;6
"312330 Dores do Turvo";-;-;-
"312340 Doresópolis";-;-;-
"312350 Douradoquara";-;-;-
"312352 Durandé";-;-;-
"312360 Elói Mendes";36;34;2
"312370 Engenheiro Caldas";-;-;-
"312380 Engenheiro Navarro";-;-;-
"312385 Entre Folhas";-;-;-
"312390 Entre Rios de Minas";54;47;7
"312400 Ervália";22;20;2
"312410 Esmeraldas";40;37;3
"312420 Espera Feliz";53;43;10
"312430 Espinosa";30;30;-
"312440 Espírito Santo do Dourado";-;-;-
"312450 Estiva";25;20;5
"312460 Estrela Dalva";-;-;-
"312470 Estrela do Indaiá";14;12;2
"312480 Estrela do Sul";4;4;-
"312490 Eugenópolis";30;29;1
"312500 Ewbank da Câmara";-;-;-
"312510 Extrema";38;34;4
"312520 Fama";-;-;-
"312530 Faria Lemos";-;-;-
"312540 Felício dos Santos";-;-;-
"312560 Felisburgo";42;39;3
"312570 Felixlândia";-;-;-
"312580 Fernandes Tourinho";-;-;-
"312590 Ferros";25;23;2
"312595 Fervedouro";19;19;-
"312600 Florestal";-;-;-
"312610 Formiga";95;61;34
"312620 Formoso";10;10;-
"312630 Fortaleza de Minas";-;-;-
"312640 Fortuna de Minas";-;-;-
"312650 Francisco Badaró";11;11;-
"312660 Francisco Dumont";-;-;-
"312670 Francisco Sá";50;50;-
"312675 Franciscópolis";-;-;-
"312680 Frei Gaspar";-;-;-
"312690 Frei Inocêncio";16;16;-
"312695 Frei Lagonegro";-;-;-
"312700 Fronteira";-;-;-
"312705 Fronteira dos Vales";-;-;-
"312707 Fruta de Leite";-;-;-
"312710 Frutal";80;41;39
"312720 Funilândia";-;-;-
"312730 Galiléia";-;-;-
"312733 Gameleiras";-;-;-
"312735 Glaucilândia";-;-;-
"312737 Goiabeira";-;-;-
"312738 Goianá";-;-;-
"312740 Gonçalves";-;-;-
"312750 Gonzaga";-;-;-
"312760 Gouveia";26;26;-
"312770 Governador Valadares";551;411;140
"312780 Grão Mogol";48;48;-
"312790 Grupiara";-;-;-
"312800 Guanhães";70;46;24
"312810 Guapé";29;24;5
"312820 Guaraciaba";23;23;-
"312825 Guaraciama";-;-;-
"312830 Guaranésia";39;27;12
"312840 Guarani";-;-;-
"312850 Guarará";-;-;-
"312860 Guarda-Mor";16;16;-
"312870 Guaxupé";93;55;38
"312880 Guidoval";-;-;-
"312890 Guimarânia";-;-;-
"312900 Guiricema";-;-;-
"312910 Gurinhatã";20;7;13
"312920 Heliodora";-;-;-
"312930 Iapu";-;-;-
"312940 Ibertioga";49;49;-
"312950 Ibiá";26;23;3
"312960 Ibiaí";-;-;-
"312965 Ibiracatu";-;-;-
"312970 Ibiraci";12;12;-
"312980 Ibirité";65;65;-
"312990 Ibitiúra de Minas";-;-;-
"313000 Ibituruna";-;-;-
"313005 Icaraí de Minas";-;-;-
"313010 Igarapé";-;-;-
"313020 Igaratinga";-;-;-
"313030 Iguatama";28;16;12
"313040 Ijaci";-;-;-
"313050 Ilicínea";30;28;2
"313055 Imbé de Minas";-;-;-
"313060 Inconfidentes";-;-;-
"313065 Indaiabira";-;-;-
"313070 Indianópolis";-;-;-
"313080 Ingaí";-;-;-
"313090 Inhapim";48;40;8
"313100 Inhaúma";-;-;-
"313110 Inimutaba";-;-;-
"313115 Ipaba";-;-;-
"313120 Ipanema";47;43;4
"313130 Ipatinga";596;369;227
"313140 Ipiaçu";-;-;-
"313150 Ipuiúna";18;15;3
"313160 Iraí de Minas";-;-;-
"313170 Itabira";219;157;62
"313180 Itabirinha";20;17;3
"313190 Itabirito";70;44;26
"313200 Itacambira";-;-;-
"313210 Itacarambi";41;41;-
"313220 Itaguara";45;39;6
"313230 Itaipé";28;28;-
"313240 Itajubá";187;114;73
"313250 Itamarandiba";101;69;32
"313260 Itamarati de Minas";-;-;-
"313270 Itambacuri";88;79;9
"313280 Itambé do Mato Dentro";-;-;-
"313290 Itamogi";24;12;12
"313300 Itamonte";47;33;14
"313310 Itanhandu";62;47;15
"313320 Itanhomi";20;18;2
"313330 Itaobim";62;57;5
"313340 Itapagipe";-;-;-
"313350 Itapecerica";54;46;8
"313360 Itapeva";-;-;-
"313370 Itatiaiuçu";-;-;-
"313375 Itaú de Minas";34;20;14
"313380 Itaúna";101;68;33
"313390 Itaverava";-;-;-
"313400 Itinga";-;-;-
"313410 Itueta";-;-;-
"313420 Ituiutaba";220;136;84
"313430 Itumirim";-;-;-
"313440 Iturama";65;49;16
"313450 Itutinga";-;-;-
"313460 Jaboticatubas";31;31;-
"313470 Jacinto";38;38;-
"313480 Jacuí";12;3;9
"313490 Jacutinga";37;26;11
"313500 Jaguaraçu";-;-;-
"313505 Jaíba";25;25;-
"313507 Jampruca";-;-;-
"313510 Janaúba";151;127;24
"313520 Januária";66;66;-
"313530 Japaraíba";-;-;-
"313535 Japonvar";-;-;-
"313540 Jeceaba";18;17;1
"313545 Jenipapo de Minas";-;-;-
"313550 Jequeri";-;-;-
"313560 Jequitaí";-;-;-
"313570 Jequitibá";-;-;-
"313580 Jequitinhonha";81;56;25
"313590 Jesuânia";-;-;-
"313600 Joaíma";33;31;2
"313610 Joanésia";-;-;-
"313620 João Monlevade";117;63;54
"313630 João Pinheiro";65;48;17
"313640 Joaquim Felício";-;-;-
"313650 Jordânia";27;27;-
"313652 José Gonçalves de Minas";-;-;-
"313655 José Raydan";-;-;-
"313657 Josenópolis";-;-;-
"313665 Juatuba";-;-;-
"313670 Juiz de Fora";2385;1439;946
"313680 Juramento";-;-;-
"313690 Juruaia";14;11;3
"313695 Juvenília";-;-;-
"313700 Ladainha";22;22;-
"313710 Lagamar";9;9;-
"313720 Lagoa da Prata";54;46;8
"313730 Lagoa dos Patos";-;-;-
"313740 Lagoa Dourada";-;-;-
"313750 Lagoa Formosa";19;19;-
"313753 Lagoa Grande";-;-;-
"313760 Lagoa Santa";77;32;45
"313770 Lajinha";50;40;10
"313780 Lambari";50;46;4
"313790 Lamim";8;8;-
"313800 Laranjal";23;20;3
"313810 Lassance";-;-;-
"313820 Lavras";179;91;88
"313830 Leandro Ferreira";-;-;-
"313835 Leme do Prado";-;-;-
"313840 Leopoldina";87;62;25
"313850 Liberdade";-;-;-
"313860 Lima Duarte";35;29;6
"313862 Limeira do Oeste";-;-;-
"313865 Lontra";-;-;-
"313867 Luisburgo";-;-;-
"313868 Luislândia";-;-;-
"313870 Luminárias";-;-;-
"313880 Luz";44;36;8
"313890 Machacalis";44;44;-
"313900 Machado";56;42;14
"313910 Madre de Deus de Minas";-;-;-
"313920 Malacacheta";34;34;-
"313925 Mamonas";-;-;-
"313930 Manga";38;34;4
"313940 Manhuaçu";214;153;61
"313950 Manhumirim";68;46;22
"313960 Mantena";82;66;16
"313980 Mar de Espanha";38;30;8
"313970 Maravilhas";-;-;-
"313990 Maria da Fé";16;16;-
"314000 Mariana";67;56;11
"314010 Marilac";-;-;-
"314015 Mário Campos";-;-;-
"314020 Maripá de Minas";-;-;-
"314030 Marliéria";-;-;-
"314040 Marmelópolis";-;-;-
"314050 Martinho Campos";18;18;-
"314053 Martins Soares";-;-;-
"314055 Mata Verde";-;-;-
"314060 Materlândia";-;-;-
"314070 Mateus Leme";62;49;13
"317150 Mathias Lobato";-;-;-
"314080 Matias Barbosa";-;-;-
"314085 Matias Cardoso";-;-;-
"314090 Matipó";39;37;2
"314100 Mato Verde";4;4;-
"314110 Matozinhos";65;51;14
"314120 Matutina";10;10;-
"314130 Medeiros";-;-;-
"314140 Medina";56;53;3
"314150 Mendes Pimentel";18;18;-
"314160 Mercês";20;13;7
"314170 Mesquita";-;-;-
"314180 Minas Novas";61;42;19
"314190 Minduri";20;13;7
"314200 Mirabela";30;30;-
"314210 Miradouro";-;-;-
"314220 Miraí";48;36;12
"314225 Miravânia";-;-;-
"314230 Moeda";-;-;-
"314240 Moema";13;12;1
"314250 Monjolos";-;-;-
"314260 Monsenhor Paulo";28;28;-
"314270 Montalvânia";30;30;-
"314280 Monte Alegre de Minas";22;18;4
"314290 Monte Azul";39;37;2
"314300 Monte Belo";20;15;5
"314310 Monte Carmelo";192;164;28
"314315 Monte Formoso";-;-;-
"314320 Monte Santo de Minas";50;28;22
"314340 Monte Sião";-;-;-
"314330 Montes Claros";925;664;261
"314345 Montezuma";-;-;-
"314350 Morada Nova de Minas";20;19;1
"314360 Morro da Garça";-;-;-
"314370 Morro do Pilar";-;-;-
"314380 Munhoz";-;-;-
"314390 Muriaé";536;310;226
"314400 Mutum";50;46;4
"314410 Muzambinho";50;27;23
"314420 Nacip Raydan";-;-;-
"314430 Nanuque";66;41;25
"314435 Naque";-;-;-
"314437 Natalândia";-;-;-
"314440 Natércia";-;-;-
"314450 Nazareno";15;15;-
"314460 Nepomuceno";34;28;6
"314465 Ninheira";-;-;-
"314467 Nova Belém";-;-;-
"314470 Nova Era";43;30;13
"314480 Nova Lima";237;60;177
"314490 Nova Módica";-;-;-
"314500 Nova Ponte";23;23;-
"314505 Nova Porteirinha";-;-;-
"314510 Nova Resende";26;26;-
"314520 Nova Serrana";56;40;16
"313660 Nova União";-;-;-
"314530 Novo Cruzeiro";39;39;-
"314535 Novo Oriente de Minas";-;-;-
"314537 Novorizonte";-;-;-
"314540 Olaria";-;-;-
"314545 Olhos-d'Água";-;-;-
"314550 Olímpio Noronha";-;-;-
"314560 Oliveira";85;70;15
"314570 Oliveira Fortes";-;-;-
"314580 Onça de Pitangui";-;-;-
"314585 Oratórios";-;-;-
"314587 Orizânia";-;-;-
"314590 Ouro Branco";78;26;52
"314600 Ouro Fino";50;36;14
"314610 Ouro Preto";110;73;37
"314620 Ouro Verde de Minas";-;-;-
"314625 Padre Carvalho";-;-;-
"314630 Padre Paraíso";47;47;-
"314655 Pai Pedro";-;-;-
"314640 Paineiras";-;-;-
"314650 Pains";18;18;-
"314660 Paiva";-;-;-
"314670 Palma";28;22;6
"314675 Palmópolis";-;-;-
"314690 Papagaios";-;-;-
"314710 Pará de Minas";116;69;47
"314700 Paracatu";81;81;-
"314720 Paraguaçu";33;30;3
"314730 Paraisópolis";34;31;3
"314740 Paraopeba";-;-;-
"314760 Passa Quatro";49;29;20
"314770 Passa Tempo";30;26;4
"314780 Passa-Vinte";-;-;-
"314750 Passabém";17;15;2
"314790 Passos";315;164;151
"314795 Patis";-;-;-
"314800 Patos de Minas";364;199;165
"314810 Patrocínio";172;99;73
"314820 Patrocínio do Muriaé";-;-;-
"314830 Paula Cândido";-;-;-
"314840 Paulistas";-;-;-
"314850 Pavão";-;-;-
"314860 Peçanha";34;34;-
"314870 Pedra Azul";69;60;9
"314875 Pedra Bonita";-;-;-
"314880 Pedra do Anta";-;-;-
"314890 Pedra do Indaiá";-;-;-
"314900 Pedra Dourada";-;-;-
"314910 Pedralva";13;12;1
"314915 Pedras de Maria da Cruz";-;-;-
"314920 Pedrinópolis";14;14;-
"314930 Pedro Leopoldo";59;47;12
"314940 Pedro Teixeira";-;-;-
"314950 Pequeri";-;-;-
"314960 Pequi";-;-;-
"314970 Perdigão";-;-;-
"314980 Perdizes";28;26;2
"314990 Perdões";50;36;14
"314995 Periquito";-;-;-
"315000 Pescador";-;-;-
"315010 Piau";-;-;-
"315015 Piedade de Caratinga";-;-;-
"315020 Piedade de Ponte Nova";-;-;-
"315030 Piedade do Rio Grande";14;14;-
"315040 Piedade dos Gerais";-;-;-
"315050 Pimenta";12;12;-
"315053 Pingo-d'Água";-;-;-
"315057 Pintópolis";-;-;-
"315060 Piracema";-;-;-
"315070 Pirajuba";-;-;-
"315080 Piranga";27;25;2
"315090 Piranguçu";-;-;-
"315100 Piranguinho";-;-;-
"315110 Pirapetinga";32;32;-
"315120 Pirapora";141;92;49
"315130 Piraúba";-;-;-
"315140 Pitangui";56;36;20
"315150 Piumhi";90;54;36
"315160 Planura";6;6;-
"315170 Poço Fundo";49;29;20
"315180 Poços de Caldas";475;191;284
"315190 Pocrane";18;18;-
"315200 Pompéu";32;25;7
"315210 Ponte Nova";216;160;56
"315213 Ponto Chique";-;-;-
"315217 Ponto dos Volantes";-;-;-
"315220 Porteirinha";46;39;7
"315230 Porto Firme";-;-;-
"315240 Poté";29;28;1
"315250 Pouso Alegre";369;210;159
"315260 Pouso Alto";27;26;1
"315270 Prados";30;27;3
"315280 Prata";30;25;5
"315290 Pratápolis";16;14;2
"315300 Pratinha";2;2;-
"315310 Presidente Bernardes";18;18;-
"315320 Presidente Juscelino";-;-;-
"315330 Presidente Kubitschek";-;-;-
"315340 Presidente Olegário";18;18;-
"315360 Prudente de Morais";-;-;-
"315370 Quartel Geral";-;-;-
"315380 Queluzito";-;-;-
"315390 Raposos";-;-;-
"315400 Raul Soares";56;34;22
"315410 Recreio";34;30;4
"315415 Reduto";-;-;-
"315420 Resende Costa";49;39;10
"315430 Resplendor";65;56;9
"315440 Ressaquinha";-;-;-
"315445 Riachinho";-;-;-
"315450 Riacho dos Machados";-;-;-
"315460 Ribeirão das Neves";107;94;13
"315470 Ribeirão Vermelho";12;11;1
"315480 Rio Acima";-;-;-
"315490 Rio Casca";40;31;9
"315510 Rio do Prado";-;-;-
"315500 Rio Doce";-;-;-
"315520 Rio Espera";18;18;-
"315530 Rio Manso";-;-;-
"315540 Rio Novo";-;-;-
"315550 Rio Paranaíba";19;19;-
"315560 Rio Pardo de Minas";40;40;-
"315570 Rio Piracicaba";38;28;10
"315580 Rio Pomba";61;32;29
"315590 Rio Preto";17;14;3
"315600 Rio Vermelho";32;32;-
"315610 Ritápolis";-;-;-
"315620 Rochedo de Minas";-;-;-
"315630 Rodeiro";-;-;-
"315640 Romaria";-;-;-
"315645 Rosário da Limeira";-;-;-
"315650 Rubelita";-;-;-
"315660 Rubim";35;31;4
"315670 Sabará";113;113;-
"315680 Sabinópolis";42;36;6
"315690 Sacramento";50;30;20
"315700 Salinas";78;52;26
"315710 Salto da Divisa";15;13;2
"315720 Santa Bárbara";53;36;17
"315725 Santa Bárbara do Leste";-;-;-
"315727 Santa Bárbara do Monte Verde";-;-;-
"315730 Santa Bárbara do Tugúrio";-;-;-
"315733 Santa Cruz de Minas";-;-;-
"315737 Santa Cruz de Salinas";-;-;-
"315740 Santa Cruz do Escalvado";-;-;-
"315750 Santa Efigênia de Minas";-;-;-
"315760 Santa Fé de Minas";-;-;-
"315765 Santa Helena de Minas";-;-;-
"315770 Santa Juliana";30;30;-
"315780 Santa Luzia";69;69;-
"315790 Santa Margarida";31;31;-
"315800 Santa Maria de Itabira";13;-;13
"315810 Santa Maria do Salto";6;6;-
"315820 Santa Maria do Suaçuí";41;38;3
"315920 Santa Rita de Caldas";43;-;43
"315940 Santa Rita de Ibitipoca";-;-;-
"315930 Santa Rita de Jacutinga";18;15;3
"315935 Santa Rita de Minas";-;-;-
"315950 Santa Rita do Itueto";-;-;-
"315960 Santa Rita do Sapucaí";48;34;14
"315970 Santa Rosa da Serra";-;-;-
"315980 Santa Vitória";32;25;7
"315830 Santana da Vargem";-;-;-
"315840 Santana de Cataguases";-;-;-
"315850 Santana de Pirapama";-;-;-
"315860 Santana do Deserto";-;-;-
"315870 Santana do Garambéu";-;-;-
"315880 Santana do Jacaré";-;-;-
"315890 Santana do Manhuaçu";-;-;-
"315895 Santana do Paraíso";-;-;-
"315900 Santana do Riacho";-;-;-
"315910 Santana dos Montes";-;-;-
"315990 Santo Antônio do Amparo";40;37;3
"316000 Santo Antônio do Aventureiro";-;-;-
"316010 Santo Antônio do Grama";-;-;-
"316020 Santo Antônio do Itambé";-;-;-
"316030 Santo Antônio do Jacinto";8;-;8
"316040 Santo Antônio do Monte";50;41;9
"316045 Santo Antônio do Retiro";-;-;-
"316050 Santo Antônio do Rio Abaixo";-;-;-
"316060 Santo Hipólito";-;-;-
"316070 Santos Dumont";75;54;21
"316080 São Bento Abade";-;-;-
"316090 São Brás do Suaçuí";-;-;-
"316095 São Domingos das Dores";-;-;-
"316100 São Domingos do Prata";40;34;6
"316105 São Félix de Minas";-;-;-
"316110 São Francisco";59;59;-
"316120 São Francisco de Paula";-;-;-
"316130 São Francisco de Sales";-;-;-
"316140 São Francisco do Glória";-;-;-
"316150 São Geraldo";-;-;-
"316160 São Geraldo da Piedade";-;-;-
"316165 São Geraldo do Baixio";-;-;-
"316170 São Gonçalo do Abaeté";-;-;-
"316180 São Gonçalo do Pará";-;-;-
"316190 São Gonçalo do Rio Abaixo";-;-;-
"312550 São Gonçalo do Rio Preto";8;8;-
"316200 São Gonçalo do Sapucaí";47;28;19
"316210 São Gotardo";44;26;18
"316220 São João Batista do Glória";23;17;6
"316225 São João da Lagoa";-;-;-
"316230 São João da Mata";-;-;-
"316240 São João da Ponte";37;37;-
"316245 São João das Missões";-;-;-
"316250 São João del Rei";219;131;88
"316255 São João do Manhuaçu";-;-;-
"316257 São João do Manteninha";-;-;-
"316260 São João do Oriente";-;-;-
"316265 São João do Pacuí";-;-;-
"316270 São João do Paraíso";50;48;2
"316280 São João Evangelista";52;50;2
"316290 São João Nepomuceno";47;35;12
"316292 São Joaquim de Bicas";-;-;-
"316294 São José da Barra";-;-;-
"316295 São José da Lapa";-;-;-
"316300 São José da Safira";-;-;-
"316310 São José da Varginha";-;-;-
"316320 São José do Alegre";-;-;-
"316330 São José do Divino";-;-;-
"316340 São José do Goiabal";-;-;-
"316350 São José do Jacuri";-;-;-
"316360 São José do Mantimento";-;-;-
"316370 São Lourenço";88;67;21
"316380 São Miguel do Anta";-;-;-
"316390 São Pedro da União";8;8;-
"316410 São Pedro do Suaçuí";-;-;-
"316400 São Pedro dos Ferros";-;-;-
"316420 São Romão";18;18;-
"316430 São Roque de Minas";10;4;6
"316440 São Sebastião da Bela Vista";-;-;-
"316443 São Sebastião da Vargem Alegre";-;-;-
"316447 São Sebastião do Anta";-;-;-
"316450 São Sebastião do Maranhão";-;-;-
"316460 São Sebastião do Oeste";-;-;-
"316470 São Sebastião do Paraíso";334;265;69
"316480 São Sebastião do Rio Preto";-;-;-
"316490 São Sebastião do Rio Verde";-;-;-
"316520 São Thomé das Letras";-;-;-
"316500 São Tiago";45;30;15
"316510 São Tomás de Aquino";1;-;1
"316530 São Vicente de Minas";30;23;7
"316540 Sapucaí-Mirim";-;-;-
"316550 Sardoá";-;-;-
"316553 Sarzedo";-;-;-
"316556 Sem-Peixe";-;-;-
"316557 Senador Amaral";-;-;-
"316560 Senador Cortes";-;-;-
"316570 Senador Firmino";20;6;14
"316580 Senador José Bento";-;-;-
"316590 Senador Modestino Gonçalves";-;-;-
"316600 Senhora de Oliveira";-;-;-
"316610 Senhora do Porto";-;-;-
"316620 Senhora dos Remédios";-;-;-
"316630 Sericita";-;-;-
"316640 Seritinga";-;-;-
"316650 Serra Azul de Minas";-;-;-
"316660 Serra da Saudade";-;-;-
"316680 Serra do Salitre";13;13;-
"316670 Serra dos Aimorés";-;-;-
"316690 Serrania";14;13;1
"316695 Serranópolis de Minas";-;-;-
"316700 Serranos";-;-;-
"316710 Serro";56;37;19
"316720 Sete Lagoas";344;217;127
"316555 Setubinha";-;-;-
"316730 Silveirânia";-;-;-
"316740 Silvianópolis";-;-;-
"316750 Simão Pereira";-;-;-
"316760 Simonésia";-;-;-
"316770 Sobrália";-;-;-
"316780 Soledade de Minas";-;-;-
"316790 Tabuleiro";-;-;-
"316800 Taiobeiras";81;74;7
"316805 Taparuba";-;-;-
"316810 Tapira";-;-;-
"316820 Tapiraí";-;-;-
"316830 Taquaraçu de Minas";-;-;-
"316840 Tarumirim";52;49;3
"316850 Teixeiras";15;15;-
"316860 Teófilo Otoni";321;259;62
"316870 Timóteo";69;43;26
"316880 Tiradentes";-;-;-
"316890 Tiros";14;14;-
"316900 Tocantins";-;-;-
"316905 Tocos do Moji";-;-;-
"316910 Toledo";-;-;-
"316920 Tombos";50;30;20
"316930 Três Corações";142;101;41
"316935 Três Marias";32;23;9
"316940 Três Pontas";126;73;53
"316950 Tumiritinga";-;-;-
"316960 Tupaciguara";-;-;-
"316970 Turmalina";56;39;17
"316980 Turvolândia";-;-;-
"316990 Ubá";292;198;94
"317000 Ubaí";-;-;-
"317005 Ubaporanga";2;-;2
"317010 Uberaba";900;617;283
"317020 Uberlândia";1305;840;465
"317030 Umburatiba";-;-;-
"317040 Unaí";113;68;45
"317043 União de Minas";34;32;2
"317047 Uruana de Minas";-;-;-
"317050 Urucânia";-;-;-
"317052 Urucuia";30;30;-
"317057 Vargem Alegre";-;-;-
"317060 Vargem Bonita";-;-;-
"317065 Vargem Grande do Rio Pardo";-;-;-
"317070 Varginha";304;163;141
"317075 Varjão de Minas";-;-;-
"317080 Várzea da Palma";59;35;24
"317090 Varzelândia";23;23;-
"317100 Vazante";40;27;13
"317103 Verdelândia";-;-;-
"317107 Veredinha";-;-;-
"317110 Veríssimo";-;-;-
"317115 Vermelho Novo";-;-;-
"317120 Vespasiano";71;61;10
"317130 Viçosa";230;136;94
"317140 Vieiras";-;-;-
"317160 Virgem da Lapa";39;39;-
"317170 Virgínia";27;25;2
"317180 Virginópolis";49;48;1
"317190 Virgolândia";-;-;-
"317200 Visconde do Rio Branco";82;52;30
"317210 Volta Grande";-;-;-
"317220 Wenceslau Braz";-;-;-
"310000 Município ignorado - MG";-;-;-
"320010 Afonso Cláudio";58;52;6
"320016 Água Doce do Norte";-;-;-
"320013 Águia Branca";-;-;-
"320020 Alegre";50;43;7
"320030 Alfredo Chaves";-;-;-
"320035 Alto Rio Novo";-;-;-
"320040 Anchieta";365;53;312
"320050 Apiacá";16;16;-
"320060 Aracruz";123;93;30
"320070 Atilio Vivacqua";10;10;-
"320080 Baixo Guandu";51;51;-
"320090 Barra de São Francisco";86;61;25
"320100 Boa Esperança";38;30;8
"320110 Bom Jesus do Norte";-;-;-
"320115 Brejetuba";-;-;-
